1	22120.6
2	22027.2
3	21911.4
5	20832.2
7	20563.5
8	20330.9
9	20060
10	19939.7
11	19736.6
12	19567.3
13	19448.3
14	19324.1
16	18337
17	18335.3
18	18286.3
20	18202.6
22	18146.9
23	18121.2
25	18057.2
31	17322
33	17119
36	16894.1
43	16827.6
46	16762.1
